Date,State,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Tadmin,Residents.Tested,Residents.Active,Staff.Active,Staff.Initiated,Residents.Initiated,Residents.Completed,Staff.Completed,Residents.Vadmin,Staff.Vadmin
2020-11-29,New Jersey,3372,1497,52,,144481,,,,,,,,,
2020-12-06,New Jersey,3393,1610,52,,,,,,,,,,,
2020-12-13,New Jersey,3602,1748,52,,157745,,,,,,,,,
2020-12-20,New Jersey,3557,1854,52,,,,,,,,0,0,,
2020-12-27,New Jersey,3720,1932,52,,171368,,,,,,,,,
2021-01-03,New Jersey,3620,2078,52,,,,,,,,,,,
2021-01-10,New Jersey,3906,2187,52,,183641,,,,,,,,,
2021-01-17,New Jersey,3956,2282,52,,,,,,,,,,,
2021-01-24,New Jersey,4307,2365,52,,197082,,,,,,,,,
2021-01-31,New Jersey,4283,2442,52,,,,,,,,,,,
2021-02-07,New Jersey,4488,2489,52,,209685,,,,,,,,,
2021-02-14,New Jersey,4345,2516,53,,,,,,,,,,,
2021-02-21,New Jersey,4567,2553,53,,220573,,,,,,,,,
2021-02-28,New Jersey,4556,2590,53,,,,,,,,,,,
2021-03-07,New Jersey,4684,2610,53,,231541,,,,,,,,,
2021-03-14,New Jersey,4684,2642,53,,,,,,,,,,,
2021-03-21,New Jersey,4750,2698,53,,242494,,,,,,,,,
2021-03-28,New Jersey,4684,2721,53,,,,,,,,,,,
2021-04-04,New Jersey,4778,2752,53,,253527,,,,,,,,,
2021-04-11,New Jersey,4684,2788,53,,,,,,,,,,,
2021-04-18,New Jersey,4794,2824,53,,264257,,,,,,,,,
2021-04-25,New Jersey,4684,2850,53,,,,,,,,,,,
2021-05-02,New Jersey,4797,2874,53,,275802,,,,4721,8022,,,,
2021-05-09,New Jersey,4684,2889,53,,,,,,4876,8551,,,,
2021-05-16,New Jersey,4799,2901,53,,287436,,,,4876,8551,,,,
2021-05-23,New Jersey,4684,2252,53,,,,,,4876,8551,,,,
2021-05-30,New Jersey,4804,2909,53,,299085,,,,5093,8917,,,,
2021-06-06,New Jersey,4684,2252,53,,,,,,5144,9288,,,,
2021-06-13,New Jersey,4806,2924,53,,310312,,,,5144,9288,,,,
2021-06-20,New Jersey,4684,2252,53,,,,,,5196,9518,,,,
2021-06-27,New Jersey,4684,2252,53,,,,,,5196,9518,,,,
2021-07-04,New Jersey,4684,2252,53,,,,,,5196,9518,,,,
2021-07-11,New Jersey,4684,2252,53,,,,,,5196,9518,,,,
2021-07-18,New Jersey,4684,2252,53,,,,,,5196,9518,,,,
2020-03-22,New Mexico,0,0,0,0,,1,,,,,,,,
2020-03-29,New Mexico,0,0,0,0,,,,,,,,,,
2020-04-05,New Mexico,1,0,0,0,,4,,,,,,,,
2020-04-12,New Mexico,1,0,0,0,,,,,,,,,,
2020-04-19,New Mexico,0,0,0,0,,5,,,,,,,,
2020-04-26,New Mexico,0,1,0,0,,8,,,,,,,,
2020-05-03,New Mexico,0,4,0,0,,14,,,,,,,,
2020-05-10,New Mexico,0,4,0,0,,1678,,,,,,,,
2020-05-17,New Mexico,22,5,0,0,,1841,,,,,,,,
2020-05-24,New Mexico,43,5,0,0,,,,,,,,,,
2020-05-31,New Mexico,164,8,1,0,3325,,,,,,,,,
2020-06-07,New Mexico,243,11,2,0,,3144,,,,,,,,
2020-06-14,New Mexico,320,17,2,0,,4775,,,,,,,,
2020-06-21,New Mexico,418,17,3,0,,5239,,,,,,,,
2020-06-28,New Mexico,456,19,3,0,,5965,,,,,,,,
2020-07-05,New Mexico,466,22,3,0,,6346,,,,,,,,
2020-07-12,New Mexico,485,33,4,0,,7220,,,,,,,,
2020-07-19,New Mexico,497,45,4,0,,8101,,,,,,,,
2020-07-26,New Mexico,505,50,4,0,,9041,,,,,,,,
2020-08-02,New Mexico,508,5,4,0,9659,,,,,,,,,
2020-08-09,New Mexico,508,73,4,0,9659,,,,,,,,,
2020-08-16,New Mexico,508,75,4,0,11196,11196,,,,,,,,
2020-08-23,New Mexico,511,80,4,0,11765,11837,,,,,,,,
2020-08-30,New Mexico,512,81,4,0,12322,12322,,,,,,,,
2020-09-06,New Mexico,514,82,4,0,12929,12929,,,,,,,,
2020-09-13,New Mexico,529,90,4,0,13584,13584,,,,,,,,
2020-09-20,New Mexico,549,103,4,0,15533,13584,,,,,,,,
2020-09-27,New Mexico,563,113,4,0,16378,16386,,,,,,,,
2020-10-04,New Mexico,567,118,4,0,16850,17018,,,,,,,,
2020-10-11,New Mexico,567,130,4,0,17018,17018,,,,,,,,
2020-10-18,New Mexico,690,159,4,0,18546,18857,,,,,,,,
2020-10-25,New Mexico,736,193,4,0,18857,19524,,,,,,,,
2020-11-01,New Mexico,851,232,4,0,19524,19524,,,,,,,,
2020-11-08,New Mexico,1120,325,5,0,20673,,564,,,,,,,
2020-11-15,New Mexico,1335,384,11,0,20673,,774,,,,,,,
2020-11-22,New Mexico,1479,553,11,0,22474,,907,,,,,,,
2020-11-29,New Mexico,1663,604,13,0,22474,,927,,,,,,,
2020-12-06,New Mexico,1786,656,15,0,24670,,300,,,,,,,
2020-12-13,New Mexico,2009,748,14,0,25315,,459,,,,,,,
2020-12-20,New Mexico,2209,787,21,0,26267,,628,,,,0,0,,
2020-12-27,New Mexico,2271,812,23,0,26267,,635,,,,0,0,,
2021-01-03,New Mexico,2314,829,25,0,26959,,299,,,,0,0,,
2021-01-10,New Mexico,2367,848,25,0,29228,,230,,,,0,,,
2021-01-17,New Mexico,2454,868,26,0,30681,,286,,,,,,,
2021-01-24,New Mexico,2489,877,26,0,30681,,233,,,,,,,
2021-01-31,New Mexico,2549,882,26,0,31841,,303,,,,,,,
2021-02-07,New Mexico,2581,888,28,0,33486,,270,,,,,,,
2021-02-14,New Mexico,2581,915,28,0,33486,,85,,,,,,,
2021-02-21,New Mexico,2661,922,28,0,36502,,118,,,,,,,
2021-02-28,New Mexico,2869,934,28,0,37683,,279,,,,,,,
2021-03-07,New Mexico,2949,938,28,0,40044,,320,,,,,,,
2021-03-14,New Mexico,2957,943,28,0,41406,,322,,,,,1517,,
2021-03-21,New Mexico,2969,946,28,0,41406,,139,,,,,1517,,
2021-03-28,New Mexico,2972,947,28,0,44368,,137,,,,565,1517,,
2021-04-04,New Mexico,2972,951,28,0,44368,,7,,,,569,1569,,
2021-04-11,New Mexico,2976,953,28,0,47556,,8,,,,824,1580,,
2021-04-18,New Mexico,2978,956,28,0,48266,,6,,,,1015,,,
2021-04-25,New Mexico,2983,958,28,0,49026,,8,,,,1258,1580,,
2021-05-02,New Mexico,2985,965,28,0,49828,,8,,,,1436,1627,,
2021-05-09,New Mexico,2985,965,28,0,49828,,8,,,,1874,1632,,
2021-05-16,New Mexico,2986,968,28,0,50252,,1,,,,,1649,,
2021-05-23,New Mexico,2987,971,28,0,53452,,1,,,,2834,1668,,
2021-05-30,New Mexico,2987,972,28,0,53452,,1,,,,3185,1671,,
2021-06-06,New Mexico,2987,973,28,0,53452,,1,,,,4028,1675,,
2021-06-13,New Mexico,2990,973,28,0,55098,,4,,,,4271,1681,,
2021-06-20,New Mexico,2990,973,28,0,55098,,3,,,,4511,1688,,
2021-06-27,New Mexico,2990,,28,,56862,,0,,,,,,,
2021-07-04,New Mexico,2990,,28,,56862,,0,,,,,,,
2021-07-11,New Mexico,2990,,28,,56862,,0,,,,,,,
2021-07-18,New Mexico,2994,,28,,58578,,0,,,,,,,
2020-03-22,New York,3,40,0,0,,28,,,,,,,,
2020-03-29,New York,20,147,1,1,,74,,,,,,,,
2020-04-05,New York,62,381,2,1,,176,,,,,,,,
2020-04-12,New York,160,664,5,1,,,,,,,,,,
2020-04-19,New York,239,844,6,2,,391,,,,,,,,
2020-04-26,New York,370,1045,10,2,,553,,,,,,,,
2020-05-03,New York,415,1143,15,4,,619,,,,,,,,
2020-05-10,New York,443,1192,16,4,,725,,,,,,,,
2020-05-17,New York,471,1228,16,4,,1064,,,,,,,,
2020-05-24,New York,493,1275,16,4,,1155,,,,,,,,
2020-05-31,New York,511,1280,16,4,,1228,,,,,,,,
2020-06-07,New York,512,1284,16,4,,1280,,,,,,,,
2020-06-14,New York,517,1285,16,5,,1304,,,,,,,,
2020-06-21,New York,517,1290,16,5,,1321,,,,,,,,
2020-06-28,New York,519,1298,16,5,,1421,,,,,,,,
2020-07-05,New York,545,1300,16,5,,4055,,,,,,,,
2020-07-19,New York,601,1307,16,5,,5371,,,,,,,,
2020-07-26,New York,604,1308,17,5,,5830,,,,,,,,
2020-08-02,New York,604,1311,17,5,,5879,,,,,,,,
2020-08-09,New York,755,1313,17,5,,8475,,,,,,,,
2020-08-16,New York,755,1317,17,5,,8519,,,,,,,,
2020-08-23,New York,755,1318,17,5,,8556,,,,,,,,
2020-08-30,New York,755,1320,17,5,,8571,,,,,,,,
2020-09-06,New York,755,1320,17,5,,8592,,,,,,,,
2020-09-13,New York,755,1325,17,5,,8603,,,,,,,,
2020-09-20,New York,773,1329,17,5,,13012,,,,,,,,
2020-09-27,New York,775,1332,17,5,,15282,,,,,,,,
2020-10-04,New York,791,1351,17,5,,17665,,,,,,,,
2020-10-11,New York,867,1367,17,5,,20541,,,,,,,,
2020-10-18,New York,977,1415,18,5,,23545,,,,,,,,
2020-10-25,New York,1572,1487,18,5,,25785,,,,,,,,
2020-11-01,New York,1590,1522,18,5,,29726,,,,,,,,
2020-11-08,New York,1689,1584,18,5,,32818,,,,,,,,
2020-11-15,New York,1710,1648,18,5,35560,35556,,,,,,,,
2020-11-22,New York,1759,1720,18,5,35725,35596,,,,,,,,
2020-11-29,New York,1839,1922,18,6,35930,35899,,,,,,,,
2020-12-06,New York,1959,2103,18,6,35937,35936,,,,,,,,
2020-12-13,New York,2329,2466,19,6,36207,36020,,,,,,,,
2020-12-20,New York,2660,2805,20,6,45865,,,,,,0,,,
2020-12-27,New York,3101,3109,24,6,48534,,,,,,0,,,
2021-01-03,New York,3534,3437,27,6,51268,,,,,,0,,,
2021-01-10,New York,3969,3753,28,6,53836,,,,,,0,,,
2021-01-17,New York,4631,4085,30,7,56128,,,,,,,,,
2021-01-24,New York,4943,4264,30,7,58584,,,,,,,,,
2021-01-31,New York,5290,4403,31,7,61277,,,,,,,,,
2021-02-07,New York,5584,4502,32,7,63446,,,,,,,,,
2021-02-14,New York,5697,4564,32,8,65006,,,,,,,,,
2021-02-21,New York,5857,4673,33,8,67003,,,,,,,,,
2021-02-28,New York,5971,4744,34,8,69231,,,,,,0,0,,
2021-03-07,New York,6097,4808,34,8,71209,,,,,,221,1681,,
2021-03-14,New York,6170,4860,34,8,73217,,,,,,313,3457,,
2021-03-21,New York,6241,4919,35,8,75128,,,,,,968,6571,,
2021-03-28,New York,6325,4976,35,8,76923,,,,,,1447,7215,,
2021-04-04,New York,6404,5028,35,8,78690,,,,,,2165,7323,,
2021-04-11,New York,6462,5080,35,8,80569,,,,,,3450,7498,,
2021-04-18,New York,6503,5115,35,8,82923,,,,,,,,,
2021-04-25,New York,6514,5154,35,8,84491,,,,,,3812,7545,,
2021-05-02,New York,6539,5168,35,8,86258,,,,,,5875,7599,,
2021-05-09,New York,6557,5186,35,8,87849,,,,,,8024,7675,,
2021-05-16,New York,6594,5201,35,8,97857,,,,,,10604,7675,,
2021-05-23,New York,6576,5208,35,8,98671,,,,,,11667,7880,,
2021-05-30,New York,6590,5217,35,8,100199,,,,,,16447,7928,,
2021-06-06,New York,6595,5209,35,8,101267,,,,,,,,,
2021-06-13,New York,6596,5171,35,8,102601,,,,,,,7965,,
2021-06-20,New York,6601,5174,35,8,103875,,,,,,,7994,,
2021-06-27,New York,6604,5175,35,8,105072,,,,,,,,,
2021-07-04,New York,6602,5176,35,8,106063,,,,,,,,,
2021-07-11,New York,6603,5180,35,8,107524,,,,,,,,,
2021-07-18,New York,6605,5180,35,8,107700,,,,,,,,,
2020-03-22,North Carolina,0,0,0,0,,,,,,,,,,
2020-03-29,North Carolina,4,4,0,0,,101,,,,,,,,
2020-04-05,North Carolina,12,5,0,0,,160,,,,,,,,
2020-04-12,North Carolina,46,30,0,0,,183,,,,,,,,
2020-04-19,North Carolina,507,30,1,0,,723,,,,,,,,
2020-04-26,North Carolina,596,30,2,0,,1143,,,,,,,,
2020-05-03,North Carolina,627,30,4,0,,1234,,,,,,,,
2020-05-10,North Carolina,644,29,5,1,,1301,,,,,,,,
2020-05-17,North Carolina,648,,5,1,,1329,,,,,,,,
2020-05-24,North Carolina,675,,5,1,,1376,,,,,,,,
2020-05-31,North Carolina,687,,5,1,,1855,,,,,,,,
2020-06-07,North Carolina,713,152,5,1,,1955,,,,,,,,
2020-06-14,North Carolina,731,158,5,1,,2750,,,,,,,,
2020-06-21,North Carolina,797,162,5,1,,4297,,,,,,,,
2020-06-28,North Carolina,872,199,5,1,,5317,,,,,,,,
2020-07-05,North Carolina,1019,220,5,1,,7610,,,,,,,,
2020-07-12,North Carolina,1067,249,6,1,,12872,,,,,,,,
2020-07-19,North Carolina,1178,295,7,1,17382,21682,,,,,,,,
2020-07-26,North Carolina,1448,356,8,1,,31421,,,,,,,,
2020-08-02,North Carolina,1489,409,10,1,32274,32398,,,,,,,,
2020-08-09,North Carolina,1587,493,10,1,32509,32734,,,,,,,,
2020-08-16,North Carolina,1801,528,10,1,32848,32959,,,,,,,,
2020-08-23,North Carolina,1914,572,10,1,33022,33126,,,,,,,,
2020-08-30,North Carolina,2192,694,10,1,33426,33587,,,,,,,,
2020-09-06,North Carolina,2316,738,11,1,33661,33700,,,,,,,,
2020-09-13,North Carolina,2451,757,12,1,33803,33917,,,,,,,,
2020-09-20,North Carolina,2851,880,14,1,33975,34149,,,,,,,,
2020-09-27,North Carolina,3225,949,16,1,34204,34334,,,,,,,,
2020-10-04,North Carolina,3300,1014,17,1,46947,34318,,,,,,,,
2020-10-11,North Carolina,3435,1096,17,1,48597,34597,,,,,,,,
2020-10-18,North Carolina,4055,1157,18,1,50696,35054,,,,,,,,
2020-10-25,North Carolina,4305,1233,19,2,53597,35129,,,,,,,,
2020-11-01,North Carolina,4420,1296,21,2,54659,35206,,,,,,,,
2020-11-08,North Carolina,4705,1377,22,2,56643,35374,,,,,,,,
2020-11-15,North Carolina,4998,1472,23,4,58368,35619,,,,,,,,
2020-11-22,North Carolina,5431,1560,24,4,61541,35973,,,,,,,,
2020-11-29,North Carolina,5886,1647,25,5,64540,36257,,,,,,,,
2020-12-06,North Carolina,6121,1887,28,5,66096,36385,,,,,,,,
2020-12-13,North Carolina,6890,2003,29,6,75243,36963,,,,,,,,
2020-12-20,North Carolina,7342,2309,31,6,79103,37216,,,,,0,0,,
2020-12-27,North Carolina,7587,2439,36,7,81023,37288,,,,,0,0,,
2021-01-03,North Carolina,7885,2730,36,7,83824,37447,,,,,0,0,,
2021-01-10,North Carolina,8232,2900,39,7,87815,37620,,,,,0,0,,
2021-01-17,North Carolina,8443,3040,41,7,90574,37743,,,,,0,0,,
2021-01-24,North Carolina,8824,3248,42,7,93736,37980,,,,,0,0,,
2021-01-31,North Carolina,9176,3398,43,7,97122,38246,650,,4334,1647,0,0,,
2021-02-07,North Carolina,9375,3516,44,9,101597,38406,441,,,,0,0,,
2021-02-14,North Carolina,9481,3612,47,9,104388,38675,359,,4753,2559,0,0,,
2021-02-21,North Carolina,9632,3652,47,10,107959,38917,366,,5196,2638,172,1270,,
2021-02-28,North Carolina,9787,3677,50,12,111728,39285,320,,5196,2638,1049,2501,,
2021-03-07,North Carolina,9850,3740,50,12,114853,39566,247,,5519,2981,1786,3790,,
2021-03-14,North Carolina,9933,3766,52,12,117921,39776,163,,5519,2981,1786,3790,,
2021-03-21,North Carolina,9975,3780,53,12,120593,40092,128,,5519,2981,1786,3790,,
2021-03-28,North Carolina,10004,3798,53,12,123329,40355,80,,5519,2981,1786,3790,,
2021-04-04,North Carolina,10007,3812,53,12,125300,40502,59,,6374,15042,2884,4623,,
2021-04-11,North Carolina,10021,3854,53,12,128003,40747,29,,6524,15872,5787,4810,,
2021-04-18,North Carolina,10078,3866,53,12,132387,41048,41,,6605,16611,8643,4877,,
2021-04-25,North Carolina,10083,3892,53,12,134871,41314,33,,6658,16611,11078,5338,,
2021-05-02,North Carolina,10085,3910,53,13,137503,41540,25,,6914,16327,14447,5807,,
2021-05-09,North Carolina,10090,3942,55,13,139728,41771,22,,6914,16327,14447,5807,,
2021-05-16,North Carolina,10105,3960,55,13,141708,42024,28,,6982,16446,15695,6403,,
2021-05-23,North Carolina,10115,3975,55,13,143235,42279,33,,6982,16446,15695,6403,,
2021-05-30,North Carolina,10134,3984,55,13,145868,42485,32,,6988,17053,16065,6607,,
2021-06-06,North Carolina,10139,3987,56,13,147199,42743,25,,6988,17053,16967,6607,,
2021-06-13,North Carolina,10145,4008,55,13,149261,42980,28,,6988,17053,16967,6607,,
2021-06-20,North Carolina,10166,4008,55,13,150696,43169,44,,7020,17277,17878,6662,,
2021-06-27,North Carolina,10170,,55,,152147,,41,,7020,17277,16446,6662,,
2021-07-04,North Carolina,10174,,55,,153397,,33,,7020,17277,16446,6662,,
2021-07-11,North Carolina,10174,,55,,154847,,15,,7020,17277,16446,6662,,
2021-07-18,North Carolina,10179,,55,,155523,,19,,7020,17277,16446,6662,,
2020-03-22,North Dakota,0,1,0,0,,,,,,,,,,
2020-03-29,North Dakota,0,,0,0,,,,,,,,,,
2020-04-05,North Dakota,0,,0,0,,,,,,,,,,
2020-04-12,North Dakota,0,2,0,0,6,5,,,,,,,,
2020-04-19,North Dakota,0,2,0,0,11,10,,,,,,,,
2020-04-26,North Dakota,0,3,0,0,20,19,,,,,,,,
2020-05-10,North Dakota,0,,0,0,70,69,,,,,,,,
2020-05-17,North Dakota,4,,0,0,793,776,,,,,,,,
2020-05-24,North Dakota,4,4,0,0,948,916,,,,,,,,
2020-05-31,North Dakota,5,4,0,0,1603,1515,,,,,,,,
2020-06-07,North Dakota,5,4,0,0,1635,1544,,,,,,,,
2020-06-14,North Dakota,5,4,0,0,1641,1549,,,,,,,,
2020-06-21,North Dakota,6,4,0,0,1739,1571,,,,,,,,
2020-06-28,North Dakota,7,4,0,0,1755,1577,,,,,,,,
2020-07-05,North Dakota,7,4,0,0,2367,1666,,,,,,,,
2020-07-12,North Dakota,7,7,0,0,2439,1687,,,,,,,,
2020-07-19,North Dakota,7,7,0,0,2459,1689,,,,,,,,
2020-07-26,North Dakota,8,8,0,0,2486,1699,,,,,,,,
2020-08-02,North Dakota,10,9,0,0,2682,1738,,,,,,,,
2020-08-09,North Dakota,11,13,0,0,2719,1748,,,,,,,,
2020-08-16,North Dakota,11,14,0,0,4607,1963,,,,,,,,
2020-08-23,North Dakota,11,16,0,0,5338,1993,,,,,,,,
2020-08-30,North Dakota,11,24,0,0,5475,2010,,,,,,,,
2020-09-06,North Dakota,12,27,0,0,6570,2099,,,,,,,,
2020-09-13,North Dakota,24,28,0,0,7092,2102,,,,,,,,
2020-09-20,North Dakota,24,39,0,0,7633,2116,,,,,,,,
2020-09-27,North Dakota,24,47,0,0,8329,2199,,,,,,,,
2020-10-04,North Dakota,24,53,0,0,8481,2210,,,,,,,,
2020-10-11,North Dakota,31,101,0,0,9064,2256,7,37,,,,,,
2020-10-18,North Dakota,79,110,0,0,10357,2314,55,38,,,,,,
2020-10-25,North Dakota,134,150,0,0,11338,2325,93,57,,,,,,
2020-11-01,North Dakota,158,162,0,0,12385,2342,58,62,,,,,,
2020-11-08,North Dakota,304,202,0,0,14029,2422,174,57,,,,,,
2020-11-15,North Dakota,439,235,0,0,14678,2449,177,69,,,,,,
2020-11-22,North Dakota,477,246,0,0,16386,2487,203,72,,,,,,
2020-11-29,North Dakota,501,260,0,0,16839,2498,185,61,,,,,,
2020-12-06,North Dakota,527,265,1,0,18038,2545,77,26,,,,,,
2020-12-13,North Dakota,611,272,1,0,18387,2571,110,21,,,,,,
2020-12-20,North Dakota,615,280,1,0,18172,2578,67,20,,,0,0,,
2020-12-27,North Dakota,615,281,1,0,19104,2727,14,16,,,0,0,,
2021-01-03,North Dakota,617,288,1,0,19423,2727,5,14,,,0,,,
2021-01-10,North Dakota,617,298,1,1,20456,2810,2,18,,,0,,,
2021-01-17,North Dakota,620,305,1,1,21170,2830,4,18,,,0,,,
2021-01-24,North Dakota,623,308,1,1,21959,2880,7,10,,,0,,,
2021-01-31,North Dakota,623,315,1,1,22867,2959,6,13,,,0,,,
2021-02-07,North Dakota,628,323,1,1,23807,2975,6,13,,,0,,,
2021-02-14,North Dakota,633,326,1,1,24638,3010,10,13,,,0,22,,
2021-02-21,North Dakota,633,329,1,1,26184,3115,10,13,,,,,,
2021-02-28,North Dakota,634,329,1,1,27643,3139,5,7,,,,,,
2021-03-07,North Dakota,634,330,1,1,28941,3177,1,4,,,0,,,
2021-03-14,North Dakota,634,332,1,1,30256,3240,0,3,,918,0,,,
2021-03-21,North Dakota,639,334,1,1,31574,3283,5,5,,918,0,,,
2021-03-28,North Dakota,639,336,1,1,32911,3320,5,2,,964,937,,,
2021-04-04,North Dakota,639,340,1,1,33893,3413,0,6,,984,957,,,
2021-04-11,North Dakota,640,342,1,1,34315,3489,1,7,,997,964,,,
2021-04-18,North Dakota,640,347,1,1,34630,3557,1,8,,1011,964,,,
2021-04-25,North Dakota,640,348,1,1,35136,3640,1,7,,1011,964,,,
2021-05-02,North Dakota,640,351,1,1,35675,3705,0,4,,1023,964,,,
2021-05-09,North Dakota,640,352,1,1,36191,3754,0,4,,1100,1037,,,
2021-05-16,North Dakota,640,353,1,1,36595,3795,0,4,,1117,1048,,,
2021-05-23,North Dakota,640,353,1,1,36967,3849,0,1,,1142,1077,,,
2021-05-30,North Dakota,640,353,1,1,37279,3905,0,0,,1188,1133,,,
2021-06-06,North Dakota,641,353,1,1,37653,3974,1,0,,1201,1143,,,
2021-06-13,North Dakota,641,354,1,1,37914,,1,1,,1201,1143,,,
2021-06-20,North Dakota,641,354,1,1,38314,4089,1,1,,1204,1147,,,
2021-06-27,North Dakota,641,354,1,1,38578,,0,0,,1227,1174,,,
2021-07-04,North Dakota,641,354,1,1,38981,,0,0,,1227,1174,,,
2021-07-11,North Dakota,641,354,1,1,39158,,0,0,,1227,1174,,,
2021-07-18,North Dakota,641,354,1,1,39412,,0,0,,1227,1174,,,
2020-03-22,Ohio,0,,0,0,,17,,,,,,,,
2020-03-29,Ohio,0,,0,0,,25,,,,,,,,
2020-04-05,Ohio,19,53,0,1,,84,,,,,,,,
2020-04-12,Ohio,273,159,3,1,,1157,,,,,,,,
2020-04-19,Ohio,3792,331,13,1,,5196,,,,,,,,
2020-04-26,Ohio,3890,419,28,2,,5676,,,,,,,,
2020-05-03,Ohio,4312,483,40,2,,6922,,,,,,,,
2020-05-10,Ohio,4449,556,51,2,,7541,,,,,,,,
2020-05-17,Ohio,4550,622,61,4,,8267,,,,,,,,
2020-05-24,Ohio,4694,660,70,4,,9343,,,,,,,,
2020-05-31,Ohio,4769,675,75,4,,10151,,,,,,,,
2020-06-07,Ohio,4858,731,75,4,,11537,,,,,,,,
2020-06-14,Ohio,4908,745,79,5,,12368,,,,,,,,
2020-06-21,Ohio,4950,766,80,5,,13539,,,,,,,,
2020-06-28,Ohio,5002,799,82,5,,14595,,,,,,,,
2020-07-05,Ohio,5055,838,82,5,,15553,,,,,,,,
2020-07-12,Ohio,5082,866,82,5,,16762,,,,,,,,
2020-07-19,Ohio,5132,905,84,5,,17941,,,,,,,,
2020-07-26,Ohio,5195,940,84,5,,19101,,,,,,,,
2020-08-02,Ohio,5283,970,84,5,,20486,,,,,,,,
2020-08-09,Ohio,5401,997,86,5,,21942,,,,,,,,
2020-08-16,Ohio,5669,1035,87,5,,23182,,,,,,,,
2020-08-23,Ohio,5783,1052,89,5,,24411,,,,,,,,
2020-08-30,Ohio,5895,1075,90,5,,25554,,,,,,,,
2020-09-06,Ohio,5977,1091,91,5,,26489,,,,,,,,
2020-09-13,Ohio,6112,1119,94,5,,28613,,,,,,,,
2020-09-20,Ohio,6194,1145,97,5,,29928,,,,,,,,
2020-09-27,Ohio,6318,1194,100,5,,31294,,,,,,,,
2020-10-04,Ohio,6499,1295,102,5,,33239,,,,,,,,
2020-10-11,Ohio,6584,1325,102,5,,34624,,,,,,,,
2020-10-18,Ohio,6714,1376,104,5,,36219,,,,,,,,
2020-10-25,Ohio,6834,1501,107,5,,37593,,,,,,,,
2020-11-01,Ohio,6959,1622,109,5,,39003,,,,,,,,
2020-11-08,Ohio,7121,1903,111,5,,40375,,,,,,,,
2020-11-15,Ohio,7299,2128,111,5,42077,,,,,,,,,
2020-11-22,Ohio,7563,2280,114,5,43222,,,,,,,,,
2020-11-29,Ohio,7795,2752,115,7,44412,,,,,,,,,
2020-12-06,Ohio,8031,2932,117,7,45726,,,,,,,,,
2020-12-13,Ohio,8289,3421,119,7,47571,,,,,,,,,
2020-12-20,Ohio,8388,3625,121,8,49100,,,,,,0,0,,
2020-12-27,Ohio,8750,3856,127,8,50257,,,,,,,,,
2021-01-03,Ohio,8868,4059,127,8,51404,,349,660,,,,,,
2021-01-10,Ohio,9046,4220,129,8,53333,,291,510,,,,,,
2021-01-17,Ohio,9154,4351,131,9,54462,,275,419,,,,,,
2021-01-24,Ohio,9240,4456,132,9,55810,,234,318,,,,,,
2021-01-31,Ohio,9331,4528,133,10,56978,,203,289,,,,,,
2021-02-07,Ohio,9384,4577,133,10,58081,,168,227,,,,,,
2021-02-14,Ohio,9433,4604,134,10,59303,,163,173,1117,1261,,,,
2021-02-21,Ohio,9485,4639,134,10,60634,,169,119,1155,1358,,,,
2021-02-28,Ohio,9533,4685,134,10,62052,,74,99,1196,1856,,,,
2021-03-07,Ohio,9560,4715,134,10,63291,,80,91,4975,2623,,,,
2021-03-14,Ohio,9597,4738,134,10,64714,,59,79,5493,7276,,,,
2021-03-21,Ohio,9628,4764,134,10,66219,,63,74,6074,10524,,,,
2021-03-28,Ohio,9675,4783,135,10,67668,,65,76,6545,17873,,,,
2021-04-04,Ohio,9701,4998,135,10,68970,,78,62,6911,21400,,,,
2021-04-11,Ohio,9713,4839,135,10,70352,,66,71,7057,22528,,,,
2021-04-18,Ohio,9727,4859,135,10,71902,,27,61,7109,22869,,,,
2021-04-25,Ohio,9734,4880,135,10,73520,,23,54,7126,23046,,,,
2021-05-02,Ohio,9750,4899,135,10,75439,,23,44,7137,23248,,,,
2021-05-09,Ohio,9763,4915,135,10,77055,,26,48,7146,23443,,,,
2021-05-16,Ohio,9807,4926,135,10,78872,,57,44,7244,23646,,,,
2021-05-23,Ohio,9833,4932,135,10,80574,,56,31,7244,23646,,,,
2021-05-30,Ohio,9840,4942,135,10,82027,,32,28,7475,24362,,,,
2021-06-06,Ohio,9843,4947,135,10,83067,,12,20,7475,24362,,,,
2021-06-13,Ohio,9844,4953,135,11,84501,,7,19,7475,24362,,,,
2021-06-20,Ohio,9847,4955,135,11,85854,,5,13,7475,24362,,,,
2021-06-27,Ohio,6958,4957,135,11,,,5,9,7475,24362,,,,
2021-07-04,Ohio,9852,4959,135,11,88902,,3,5,7863,25532,,,,
2021-07-11,Ohio,9852,4961,135,11,90605,,2,5,7863,25532,,,,
2021-07-18,Ohio,9852,4962,135,11,90605,,0,3,7863,25532,,,,
2020-03-22,Oklahoma,0,0,0,0,,,,,,,,,,
2020-03-29,Oklahoma,0,0,0,0,8,,,,,,,,,
2020-04-05,Oklahoma,1,5,0,0,,,,,,,,,,
2020-04-12,Oklahoma,1,8,0,0,309,,,,,,,,,
2020-04-19,Oklahoma,1,9,0,0,458,,,,,,,,,
2020-04-26,Oklahoma,2,9,0,0,702,,,,,,,,,
2020-05-03,Oklahoma,2,9,0,0,1034,,,,,,,,,
2020-05-10,Oklahoma,2,10,0,0,1204,,,,,,,,,
