Name,Street,City,State,ZIP,ACTState,
JESSUP CORRECTIONAL INSTITUTION,7800 HOUSE OF CORRECTION RD,JESSUP,MARYLAND,20794,MARYLAND,
JESSUP PRE-RELEASE UNIT,2000 TOULSON ROAD,JESSUP,MARYLAND,20794,MARYLAND,
JESUP - CAMP,2600 HIGHWAY 301 SOUTH,JESUP,GEORGIA,31599,GEORGIA,
JESUP FCI,2600 HIGHWAY 301 SOUTH,JESUP,GEORGIA,31599,GEORGIA,
JESUP FSL,2600 HIGHWAY 301 SOUTH,JESUP,GEORGIA,31599,GEORGIA,
JIM E HAMILTON CORRECTIONAL CENTER,53468 MINERAL SPRINGS ROAD,HODGEN,OKLAHOMA,74939,OKLAHOMA,
JIM FERGUSON UNIT,12120 Savage Drive,Midway,TEXAS,75852,TEXAS,
JIM RUDD TRANSFER FACILITY,2004 LAMESA HWY,Brownfield,TEXAS,79316,TEXAS,
JOE F. GURNEY TRANSFER FACILITY,1385 FM 3328,Tennessee Colony,TEXAS,75803,TEXAS,
JOE KEGANS STATE JAIL,707 TOP STREET,Houston,TEXAS,77002,TEXAS,
JOE NEY STATE JAIL,114 PRIVATE ROAD 4303,Hondo,TEXAS,78861,TEXAS,
JOHN B. CONNALLY UNIT,899 FM 632,Kenedy,TEXAS,78119,TEXAS,
JOHN C BURKE CORRECTIONAL CENTER,900 SOUTH MADISON ST,WAUPUN,WISCONSIN,53963,WISCONSIN,
JOHN LILLEY CORRECTIONAL CENTER,105150 N. 3670 ROAD,BOLEY,OKLAHOMA,74829,OKLAHOMA,
JOHN M. WYNNE UNIT,810 FM 2821,Huntsville,TEXAS,77349,TEXAS,
JOHN MIDDLETON TRANSFER FACILITY,13055 FM 3522,Abilene,TEXAS,79601,TEXAS,
JOHN MONTFORD PSYCHIATRIC FACILITY,8602 PEACH STREET,Lubbock,TEXAS,79404,TEXAS,
JOHN MORAN MEDIUM SECURITY FACILITY,9 WEST ROAD,CRANSTON,RHODE ISLAND,2920,RHODE ISLAND,
JOHN R. LINDSEY STATE JAIL,1620 FM 3344,Jacksboro,TEXAS,76458,TEXAS,
JOHNSON STATE PRISON,290 DONOVAN-HARRISON ROAD,WRIGHTSVILLE,GEORGIA,31096,GEORGIA,
JOHNSTON CORRECTIONAL CENTER,2465 US HWY 70 W,SMITHFIELD,NORTH CAROLINA,27577,NORTH CAROLINA,
JOHNSTOWN CENTER (325),301 WASHINGTON STREET,JOHNSTOWN,PENNSYLVANIA,15901,PENNSYLVANIA,
JONES FARM,721 Bear Tavern Road,West Trenton,NEW JERSEY,8625,NEW JERSEY,
JOSEPH COLEMAN CTR (131),3950 D ST,PHILADELPHIA,PENNSYLVANIA,19124,PENNSYLVANIA,
JOSEPH HARP CORRECTIONAL CENTER,16161 MOFFAT ROAD,LEXINGTON,OKLAHOMA,73051,OKLAHOMA,
JULIUS KLEIN CONSERVATION CAMP,EAST FORK ROAD,AZUSA,CALIFORNIA,91702,CALIFORNIA,
KAUAI COMMUNITY CORRECTIONAL CENTER,3-5351 Kuhio Hwy,Lihue,HAWAII,96766,HAWAII,
KEEN MOUNTAIN CORRECTIONAL CENTER,State Route 629,Oakwood,VIRGINIA,24631,VIRGINIA,
KEENAN HOUSE (220),18-22 SOUTH SIXTH STREET,ALLENTOWN,PENNSYLVANIA,18101,PENNSYLVANIA,
KEETON CORRECTIONS - PADUCAH,621 SOUTH 7TH STREET,PADUCAH,KENTUCKY,42002,KENTUCKY,
Keeton Corrections Inc,225  BRENT LANE,PENASCOLA,FLORIDA,32503,FLORIDA,
Keeton Corrections Inc,3838 NE 41st Street,Ocala,FLORIDA,34479,FLORIDA,
KEMPER/NESHOBA COUNTY CORRECTIONAL FACILITY,374 STENNIS INDUSTRIAL PARK,DEKALB,MISSISSIPPI,39328,MISSISSIPPI,
KENOSHA CORRECTIONAL CENTER,6353 14TH AVENUE,KENOSHA,WISCONSIN,53143,WISCONSIN,
KENTUCKY CORRECTIONAL INSTITUTION FOR WOMEN,3000 ASH AVENUE,PEWEE VALLEY,KENTUCKY,40056,KENTUCKY,
KENTUCKY STATE PENITENTIARY,266 WATER STREET,EDDYVILLE,KENTUCKY,42038,KENTUCKY,
KENTUCKY STATE REFORMATORY,3001 WEST HIGHWAY 146,LAGRANGE,KENTUCKY,40032,KENTUCKY,
KERN VALLEY STATE PRISON,3000 WEST CECIL AVENUE,DELANO,CALIFORNIA,93216,CALIFORNIA,
KERSHAW CORRECTIONAL INSTITUTION,4848 GOLDMINE HWY,KERSHAW,SOUTH CAROLINA,29067,SOUTH CAROLINA,
KETCHIKAN CORRECTIONAL CENTER,1201 SCHOENBAR ROAD,KETCHIKAN,ALASKA,99901,ALASKA,
KETTLE MORAINE CORRECTIONAL INSTITUTION,W9071 FOREST DRIVE,GLENBEULAH,WISCONSIN,53023,WISCONSIN,
KEYSTONE CORRECTIONAL (234),7201 ALLENTOWN BOULEVARD,HARRISBURG,PENNSYLVANIA,17112,PENNSYLVANIA,
KILBY CORRECTIONAL FACILITY,12201 WARES FERRY RD,MONTGOMERY,ALABAMA,36117,ALABAMA,
KINROSS CORRECTIONAL FACILITY,16770 SOUTH WATERTOWER DRIVE,KINCHELOE,MICHIGAN,49788,MICHIGAN,
KINTOCK - ERIE AVENUE (136),301 EAST ERIE AVENUE,PHILADELPHIA,PENNSYLVANIA,19124,PENNSYLVANIA,
KINTOCK BRIDGETON I & II,4 S INDUSTRIAL BLVD,Bridgeton,NEW JERSEY,8302,NEW JERSEY,
KINTOCK MALE WORK RELEASE BLDG 1,50 Fenwick Street,Newark,NEW JERSEY,7114,NEW JERSEY,
KINTOCK NEWARK FEMALE TREATMENT,50 FENWICK STREET,Newark,NEW JERSEY,7114,NEW JERSEY,
KINTOCK NEWARK MALE TREATMENT,50 Fenwick Street,Newark,NEW JERSEY,7114,NEW JERSEY,
KIRKLAND RECEPTION & EVALUATION CENTER,4344 BROAD RIVER ROAD,COLUMBIA,SOUTH CAROLINA,29210,SOUTH CAROLINA,
KISSIMMEE WORK RELEASE CENTER,2925 MICHIGAN AVENUE,KISSIMMEE,FLORIDA,34744,FLORIDA,
KIT CARSON COUNTY CORRECTIONAL CENTER-CCA,49777 COUNTY ROAD V,BURLINGTON,COLORADO,80807,COLORADO,
KONOCTI CONSERVATION CAMP,10344 STATE HWY 29,LOWER LAKE,CALIFORNIA,96130,CALIFORNIA,
KYLE CORRECTIONAL CENTER,23001 IH-35,Kyle,TEXAS,78640,TEXAS,
L.V. HIGHTOWER UNIT,902 FM 686,Dayton,TEXAS,77535,TEXAS,
LA CIMA CORECTIONAL CAMP,15108 SUNRISE HIGHWAY,JULIAN,CALIFORNIA,92036,CALIFORNIA,
La Palma Correctional Center - CCA,5501 North La Palma Road,Eloy,ARIZONA,85131,ARIZONA,
LA TUNA FCI,8500 DONIPHAN ROAD,ANTHONY,TEXAS,79821,TEXAS,
LA TUNA-CAMP,8500 DONIPHAN ROAD,ANTHONY,TEXAS,79821,TEXAS,
LA TUNA-FSL,8500 DONIPHAN ROAD,ANTHONY,TEXAS,79821,TEXAS,
LA VISTA CORRECTIONAL FACILITY,1401 W. 17TH STREET,PUEBLO,COLORADO,81003,COLORADO,
LAGRANGE TRANSITIONAL CENTER,100 JIM HESTER ROAD,LAGRANGE,GEORGIA,30241,GEORGIA,
LAKE CITY CORRECTIONAL FACILITY,7906 E US HWY 90,LAKE CITY,FLORIDA,32055,FLORIDA,
LAKE CITY WORK RELEASE CENTER,LAKE JEFFREY ROAD 1620,LAKE CITY,FLORIDA,32055,FLORIDA,
LAKE CORRECTIONAL INSTITUTION,19225 U. S. HWY 27,CLERMONT,FLORIDA,34715,FLORIDA,
LAKE ERIE CORRECTIONAL INSTITUTION,501 THOMPSON ROAD,CONNEAUT,OHIO,44030,OHIO,
LAKE REGION RE-ENTRY CENTER,225 Walnut Street,Devils Lake,NORTH DAKOTA,58301,NORTH DAKOTA,
LAKELAND CORRECTIONAL FACILITY,141 FIRST STREET,COLDWATER,MICHIGAN,49036,MICHIGAN,
LAKEVIEW SHOCK INCARCERATION CF,9300 LAKE AVENUE,BROCTON,NEW YORK,14716,NEW YORK,
LAKIN CORRECTIONAL CENTER,11264 OHIO RIVER ROAD,WEST COLUMBIA,WEST VIRGINIA,25287,WEST VIRGINIA,
LANCASTER CORRECTIONAL INST WORK CAMP,"3 MI WEST OF TRENTON,S.R. 26",TRENTON,FLORIDA,32693,FLORIDA,
LANCASTER CORRECTIONAL INSTITUTION,3449 SW STATE RD 26,TRENTON,FLORIDA,32693,FLORIDA,
LAND MANOR / FRANKLIN HOUSE,1635 Avenue A,"Beaumont,",TEXAS,77701,TEXAS,
"LAND MANOR, INC.",1765/1785 Washington Blvd.,Beaumont,TEXAS,77705,TEXAS,
LANESBORO CORRECTIONAL INSTITUTION,552 PRISON CAMP ROAD,POLKTON,NORTH CAROLINA,28135,NORTH CAROLINA,
LANSING CORRECTIONAL FACILITY,301 EAST KANSAS STREET,LANSING,KANSAS,66043,KANSAS,
LARCH CORRECTIONAL CENTER,15314 NE DOLE VALLEY ROAD,Yacolt,WASHINGTON,98675,WASHINGTON,
LARGO RESIDENTIAL RE-ENTRY CENTER,16432 US 19 NORTH,CLEARWATER,FLORIDA,33764,FLORIDA,
LARGO ROAD PRISON,5201 ULMERTON ROAD,CLEARWATER,FLORIDA,33760,FLORIDA,
LARIMER COUNTY RESIDENTIAL CENTER,2255 MIDPOINT DR,FT.COLLINS,COLORADO,80525,COLORADO,
LARNED CORRECT MENTAL HEALTH FACILITY,1318 KS HIGHWAY 264,LARNED,KANSAS,67550,KANSAS,
LARRY A NELSON CENTER,1001 29TH AVE SW,CEDAR RAPIDS,IOWA,52404,IOWA,
LARRY GIST STATE JAIL,3295 FM 3514,Beaumont,TEXAS,77705,TEXAS,
Las Vegas Community Correctional Center - GEO Group,2901 INDUSTRIAL ROAD,LAS VEGAS,NEVADA,89109,NEVADA,
LASALLE CORRECTIONAL CENTER - LaSalle,15976 HIGHWAY 165,OLLA,LOUISIANA,71465,LOUISIANA,
LAWRENCE CORRECTIONAL CENTER,10940 Lawrence Road,Sumner,ILLINOIS,62466,ILLINOIS,
LAWRENCEVILLE CORRECTIONAL CENTER,1607 PLANTERS ROAD,LAWRENCEVILLE,VIRGINIA,23868,VIRGINIA,
LAWTEY CORRECTIONAL INSTITUTION,22298 NE COUNTY ROAD 200B,RAIFORD,FLORIDA,32026,FLORIDA,
LAWTON COMMUNITY CORRECTIONS CENTER,605 SW COOMBS RD,LAWTON,OKLAHOMA,73501,OKLAHOMA,
LAWTON CORRECTIONAL FACILITY,8607 SE FLOWER MOUND ROAD,LAWTON,OKLAHOMA,73501,OKLAHOMA,
LEA COUNTY CORRECTIONAL FAC-WACKENHUT,6900 W MILLEN DRIVE,HOBBAS,NEW MEXICO,88244,NEW MEXICO,
LEAKE COUNTY CORRECTIONAL FACILITY,399 C.O. BROOKS STREET,CARTHAGE,MISSISSIPPI,39051,MISSISSIPPI,
LEATH CORRECTIONAL INSTITUTION,2809 AIRPORT ROAD,GREENWOOD,SOUTH CAROLINA,29649,SOUTH CAROLINA,
LEAVENWORTH - CAMP,1300 METROPOLITAN,LEAVENWORTH,FEDERAL,66048,KANSAS,
LEAVENWORTH USP,1300 METROPOLITAN,LEAVENWORTH,FEDERAL,66048,KANSAS,
LEBANON CORRECTIONAL INSTITUTION,3791 STATE ROUTE 63,LEBANON,OHIO,45036,OHIO,
LEE ARRENDALE STATE PRISON,2023 GAINESVILLE HIGHWAY SOUTH,ALTO,GEORGIA,30510,GEORGIA,
LEE ARRENDALE TRANSITIONAL CENTER,2023 OLD GAINESVILLE HIGHWAY SOUTH,ALTO,GEORGIA,30510,GEORGIA,
LEE CORRECTIONAL INSTITUTION,990 WISACKY HWY,BISHOPVILLE,SOUTH CAROLINA,29010,SOUTH CAROLINA,
LEE STATE PRISON,153 Pinewood Drive,Leesburg,GEORGIA,31763,GEORGIA,
LEE USP,LEE COUNTY INDUSTRIAL PARK - HICKORY FLATS ROAD,PENNINGTON GAP,VIRGINIA,24277,VIRGINIA,
LEE USP-CAMP,LEE COUNTY INDUSTRIAL PARK - HICKORY FLATS ROAD,PENNINGTON GAP,VIRGINIA,24277,VIRGINIA,
LEEFLORE COUNTY COMMUNITY WORK CENTER,3400 BALDWIN COUNTY ROAD,GREENWOOD,MISSISSIPPI,38930,MISSISSIPPI,
LEHIGH CO. RE-ENTRY (295),38 NORTH 4TH ST,ALLENTOWN,PENNSYLVANIA,18102,PENNSYLVANIA,
Leidel Comprehensive Sanction Center,1819 Commerce St,Houston,TEXAS,77002,TEXAS,
LEMON CREEK CORRECTIONAL CENTER,2000 LEMON CREEK ROAD,JUNEAU,ALASKA,99801,ALASKA,
LEMUEL SHATTUCK HOSPITAL CORRECTIONAL UNIT,180 MORTON ST,JAMAICA PLAIN,MASSACHUSETTS,2130,MASSACHUSETTS,
LEWISBURG USP,2400 ROBERT F. MILLER DRIVE,LEWISBURG,FEDERAL,17837,PENNSYLVANIA,
LEWISBURG-CAMP,2400 ROBERT F MILLER DRIVE,LEWISBURG,FEDERAL,17837,PENNSYLVANIA,
LEXINGTON - CAMP,3301 LEESTOWN ROAD,LEXINGTON,KENTUCKY,40511,KENTUCKY,
LEXINGTON ASSESSMENT & RECEPTION CENTER,15151 HIGHWAY 39,LEXINGTON,OKLAHOMA,73051,OKLAHOMA,
LEXINGTON FMC,3301 LEESTOWN ROAD,LEXINGTON,KENTUCKY,40511,KENTUCKY,
LIBERTY CORRECTIONAL INSTITUTION,11064 NW DEMPSEY BARRON ROAD,BRISTOL,FLORIDA,32321,FLORIDA,
"LIBERTY LODGE, INC.",160 FM 2507,Alice,TEXAS,78332,TEXAS,
LIBERTY MANAGEMENT (119),1007 WEST LEHIGH AVENUE,PHILADELPHIA,PENNSYLVANIA,19133,PENNSYLVANIA,
LIBERTY MANAGEMENT- PHEONIX (141),1019 WEST LEHIGH AVENUE,PHILADELPHIA,PENNSYLVANIA,19133,PENNSYLVANIA,
LIBERTY WORK CAMP,LIBERTY COUNTY RD 1641,BRISTOL,FLORIDA,32321,FLORIDA,
LIEBER CORRECTIONAL INSTITUTION,136 WILBORN AVENUE,RIDGEVILLE,SOUTH CAROLINA,29472,SOUTH CAROLINA,
LIMESTONE CORRECTIONAL FACILITY,28779 NICK DAVIS ROAD,HARVEST,ALABAMA,35749,ALABAMA,
LIMESTONE DETENTION CENTER,910 N TYUS ROAD,GROESBECK,TEXAS,76642,TEXAS,
LIMON CORRECTION FACILITY,49030 STATE HIGHWAY 71,LIMON,COLORADO,80826,COLORADO,
LINCOLN CORRECTIONAL CENTER,1098 1350th Street,LINCOLN,ILLINOIS,62656,ILLINOIS,
LINCOLN CORRECTIONAL CENTER,3216 WEST VAN DORN STREET,LINCOLN,NEBRASKA,68522,NEBRASKA,
LINCOLN CORRECTIONAL CENTER,464 ROPER DRIVE,LINCOLNTON,NORTH CAROLINA,28092,NORTH CAROLINA,
LINCOLN CORRECTIONAL FACILITY,31-33 West 110th Street,New York,NEW YORK,10026,NEW YORK,
LINDA WOODMAN STATE JAIL,1210 CORYELL CITY ROAD,Gatesville,TEXAS,76528,TEXAS,
LITTLE SANDY CORRECTIONAL COMPLEX,505 PRISON CONNECTOR ROAD,SANDY HOOK,KENTUCKY,41171,KENTUCKY,
LIVESAY CORRECTIONAL INSTITUTION,104 BROADCAST DRIVE,SPARTANBURG,SOUTH CAROLINA,29303,SOUTH CAROLINA,
LIVINGSTON CORRECTIONAL FACILITY,7005 SONYEA ROAD,SONYEA,NEW YORK,14556,NEW YORK,
LOCKHART UNIT/WORK PROGRAM,1400 Industrial Blvd.,Lockhart,TEXAS,78644,TEXAS,
LOGAN CORRECTIONAL CENTER,1096 1350TH STREET,LINCOLN,ILLINOIS,62656,ILLINOIS,
LOIS M. DEBERRY SPECIAL NEEDS FACILITY,7575 COCKRILL BEND  BLVD,NASHVILLE,TENNESSEE,37243,TENNESSEE,
Lompoc FCI,3600 GUARD ROAD,LOMPOC,FEDERAL,93436,CALIFORNIA,
Lompoc USP,3901 KLEIN BLVD,LOMPOC,FEDERAL,93436,CALIFORNIA,
LOMPOC USP - CAMP,3901 KLEIN BLVD,LOMPOC,FEDERAL,93436,CALIFORNIA,
LONDON CORRECTIONAL INSTITUTION,1580 STATE ROUTE 56,LONDON,OHIO,43140,OHIO,
LONG  UNIT,1434 US HIGHWAY 84 EAST,LUDOWICI,GEORGIA,31316,GEORGIA,
LONGMONT COMMUNITY TREATMENT CENTER,236 MAIN ST,LONGMONT,COLORADO,80501,COLORADO,
LONGVIEW WORK RELEASE,1821 1st Ave,Longview,WASHINGTON,98632,WASHINGTON,
LORAIN CORRECTIONAL INSTITUTION,2075 SOUTH AVON BELDEN ROAD,GRAFTON,OHIO,44044,OHIO,
LORETTO FCI,772 SAINT JOSEPH ST.,LORETTO,PENNSYLVANIA,15940,PENNSYLVANIA,
LORETTO-CAMP,772 SAINT JOSEPH STREET,LORETTO,PENNSYLVANIA,15940,PENNSYLVANIA,
LOS ANGELES COUNTY STATE PRISON,44750 60TH STREET WEST,LANCASTER,CALIFORNIA,93536,CALIFORNIA,
LOUIS C. POWLEDGE UNIT,1400 FM 3452,Palestine,TEXAS,75803,TEXAS,
LOUISIANA CORRECTIONAL INSTITUTION  FOR WOMEN,7205 HIGHWAY 74,ST. GABRIEL,LOUISIANA,70776,LOUISIANA,
LOUISIANA STATE PENITENTIARY,17544 TUNICA TRACE,ANGOLA,LOUISIANA,70712,LOUISIANA,
LOVELOCK CORRECTIONAL CENTER,1200 PRISON ROAD,LOVELOCK,NEVADA,89419,NEVADA,
LOWELL ANNEX,11120 NW GAINESVILLE ROAD,OCALA,FLORIDA,34482,FLORIDA,
LOWELL CORRECTIONAL INSTITUTION,11120 NW GAINSVILLE RD,OCALA,FLORIDA,34482,FLORIDA,
LOWELL RECEPT CENTER,3700 NW 111TH PLACE,OCALA,FLORIDA,34482,FLORIDA,
LOWELL WORK CAMP,11120 NW GAINESVILLE ROAD,OCALA,FLORIDA,34482,FLORIDA,
LOWER SAVANNAH PRE-RELEASE CENTER,361 WIRE RD,AIKEN,SOUTH CAROLINA,29801,SOUTH CAROLINA,
LOXAHATCHEE ROAD PRISON,230 SUNSHINE ROAD,WEST PALM BEACH,FLORIDA,33411,FLORIDA,
LOXLEY COMMUNITY WORK CENTER,14880 COUNTY ROAD 64,LOXLEY,ALABAMA,36551,ALABAMA,
LUBBOCK REGIONAL MHMR CENTER,1601 Vanda Avenue,Lubbock,TEXAS,79404,TEXAS,
LUCILE PLANE STATE JAIL,904 FM 686,Dayton,TEXAS,77535,TEXAS,
LUMBERTON CORRECTIONAL INSTITUTION,75 LEGEND ROAD,LUMBERTON,NORTH CAROLINA,28358,NORTH CAROLINA,
LUNENBURG CORRECTIONAL CENTER,690 FALLS RD,VICTORIA,VIRGINIA,23974,VIRGINIA,
LUSTER HEIGHTS,4841 Luster Heights Rd,Harper's Ferry,IOWA,52146,IOWA,
LUTHER LUCKETT CORRECTIONAL COMPLEX,DAWKINS ROAD BOX 6,LAGRANGE,KENTUCKY,40031,KENTUCKY,
LUZERNE (135),600 EAST LUZERNE STREET,PHILADELPHIA,PENNSYLVANIA,19124,PENNSYLVANIA,
LYCOMING HOUSE (127),1712 POINT BREEZE AVENUE,PHILADELPHIA,PENNSYLVANIA,19145,PENNSYLVANIA,
MABEL BASSETT CORRECTIONAL CENTER,29501 KICKAPOO ROAD,MCLOUD,OKLAHOMA,74851,OKLAHOMA,
MACDOUGALL CORRECTIONAL INSTITUTION,1516 OLD GILLIARD ROAD,RIDGEVILLE,SOUTH CAROLINA,29472,SOUTH CAROLINA,
MACDOUGALL-WALKER CORR INSTITUTION,1153 EAST STREET S.,SUFFIELD,CONNECTICUT,6080,CONNECTICUT,
MACK H. ALFORD CORRECTIONAL CENTER,1151 NORTH HIGHWAY 69,STRINGTOWN,OKLAHOMA,74569,OKLAHOMA,
MACOMB CORRECTIONAL FACILITY,34625 26 MILE ROAD,NEW HAVEN,MICHIGAN,48048,MICHIGAN,
MACON STATE PRISON,2728 Hwy 49 South,Oglethorpe,GEORGIA,31068,GEORGIA,
MACON TRANSITION CENTER,1303 Constitution Road,Atlanta,GEORGIA,30316,GEORGIA,
MADILL WORK CENTER,210 S. 11TH STREET,MADILL,OKLAHOMA,73446,OKLAHOMA,
MADISON (LOUISIANA TRANSITION CENTER FOR WOMEN),1005 WEST GREEN STREET,TALLULAH,LOUISIANA,71282,LOUISIANA,
MADISON CORRECTIONAL FACILITY,800 MSH BUS STOP DR,MADISON,INDIANA,47250,INDIANA,
MADISON CORRECTIONAL INSTITUTION,382 SW MCI WAY,MADISON,FLORIDA,32340,FLORIDA,
MADISON CORRECTIONAL INSTITUTION,1851 STATE ROUTE 56,LONDON,OHIO,43140,OHIO,
MADISON COUNTY COMMUNITY WORK CENTER,140 CORRECTIONS DRIVE,MADISON,MISSISSIPPI,39046,MISSISSIPPI,
Madison Inn Work Release,102 21st Ave E,Seattle,WASHINGTON,98112,WASHINGTON,
MADISON WORK CAMP,382 SW MCI WAY,MADISON,FLORIDA,32340,FLORIDA,
MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,MAINE,4062,MAINE,
MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,MAINE,4864,MAINE,
MALIBU CONVERSATION CAMP,1250 S ENCINAL CANYON RD,MALIBU,CALIFORNIA,90265,CALIFORNIA,
MANCHESTER - CAMP,805 FOX HOLLOW ROAD,MANCHESTER,KENTUCKY,40962,KENTUCKY,
MANCHESTER FCI,805 FOX HOLLOW ROAD,MANCHESTER,KENTUCKY,40962,KENTUCKY,
Manfield Volunteers of America,290 N Main Street,Mansfield,OHIO,44902,OHIO,
MANGUM COMMUNITY WORK CENTER,215 E LINCOLN,MANGUM,OKLAHOMA,73554,OKLAHOMA,
MANNING CORRECTIONAL INSTITUTION,502 BECKMAN DRIVE,COLUMBIA,SOUTH CAROLINA,29203,SOUTH CAROLINA,
MANSFIELD CORRECTIONAL INSTITUTION,1150 N MAIN STREET,MANSFIED,OHIO,44901,OHIO,
MANUEL A. SEGOVIA PRE-RELEASE FACILITY,1201 EL CIBOLO ROAD,Edinburg,TEXAS,78542,TEXAS,
MAPLE STREET HOUSE,565-585 MAPLE STREET,BRIDGEPORT,CONNECTICUT,6608,CONNECTICUT,
MARANA COMMUNITY CORRECTIONAL TREATMENT FACILITY,12610 W SILVERBELL ROAD,MARANA,ARIZONA,85653,ARIZONA,
MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY,167 STATE STREET,RUTLAND,VERMONT,5701,VERMONT,
MARCY CORRECTIONAL FACILITY,9000 OLD RIVER RD.,MARCY,NEW YORK,13403,NEW YORK,
MARIANNA - CAMP,3625 FCI ROAD,MARIANNA,FLORIDA,32446,FLORIDA,
Marianna FCI,3625 FCI ROAD,MARIANNA,FLORIDA,32446,FLORIDA,
MARION - CAMP,4500 PRISON ROAD,MARION,ILLINOIS,62959,ILLINOIS,
MARION ADJUSTMENT CENTER,95 RAYWICK ROAD,ST. MARY,KENTUCKY,40063,KENTUCKY,
MARION CORRECTIONAL INSTITUTION,3269 NW 105TH STREET,LOWELL,FLORIDA,32663,FLORIDA,
MARION CORRECTIONAL INSTITUTION,355 OLD GLENWOOD ROAD,MARION,NORTH CAROLINA,28752,NORTH CAROLINA,
MARION CORRECTIONAL INSTITUTION,970 MARION-WILLIAMSPORT ROAD,MARION,OHIO,43302,OHIO,
MARION CORRECTIONAL TREATMENT CENTER,110 WRIGHT STREET,MARION,VIRGINIA,24354,VIRGINIA,
Marion County Re-Entry (Duvall Center),1855 Ludlow Avenue,Indianapolis,INDIANA,46201,INDIANA,
MARION USP,4500 PRISON ROAD,MARION,ILLINOIS,62959,ILLINOIS,
MARION WORK CAMP,3269 NW 105TH. STREET,LOWELL,FLORIDA,32663,FLORIDA,
MARION/WALTHALL COUNTY CORRECTIONAL FACILITY,503 SOUTH MAIN STREET`,COLUMBIA,MISSISSIPPI,39429,MISSISSIPPI,
MARK LUTTRELL CORRECTIONAL CENTER,6000 STATE ROAD,MEMPHIS,TENNESSEE,38134,TENNESSEE,
MARK W. MICHAEL UNIT,2664 FM 2054,Tennessee Colony,TEXAS,75886,TEXAS,
MARK W. STILES UNIT,3060 FM 3514,Beaumont,TEXAS,77705,TEXAS,
MARLIN TRANSFER FACILITY,2893 STATE HIGHWAY 6,Marlin,TEXAS,76661,TEXAS,
MARQUETTE BRANCH PRISON,1960 U.S. HIGHWAY 41 SOUTH,MARQUETTE,MICHIGAN,49855,MICHIGAN,
MARSHALL COUNTY CORRECTIONAL FACILITY,833 WEST STREET,HOLLY SPRINGS,MISSISSIPPI,38635,MISSISSIPPI,
MARSHALL E. SHERRER CORRECTIONAL CENTER,1318 NORTH 14TH STREET,MILWAUKEE,WISCONSIN,53205,WISCONSIN,
MARSHALLTOWN RESIDENTIAL FACILITY,1401 S 17TH AVENUE,MASHALLTOWN,IOWA,50158,IOWA,
MARTIN CORRECTIONAL INSTITUTION,1150 SW ALLAPATTAH  ROAD,INDIANTOWN,FLORIDA,34956,FLORIDA,
MARTIN WORK CAMP,100 SW ALLAPATTAH RD,INDIANTOWN,FLORIDA,34956,FLORIDA,
MARTINSBURG CORRECTIONAL CENTER,38 GRAPEVINE ROAD,MARTINSBURG,WEST VIRGINIA,25405,WEST VIRGINIA,
MARY MAGDALENE HOUSE,407 CLINTON AVEUNE,BRIDGEPORT,CONNECTICUT,6605,CONNECTICUT,
MARYLAND CORRECTIONAL INST - HAGERSTOWN,18601 ROXBURY ROAD,HAGERSTOWN,MARYLAND,21746,MARYLAND,
MARYLAND CORRECTIONAL INSTITUTION - JESSUP,7804 MARYLAND HOUSE OF CORRECTION ROAD,JESSUP,MARYLAND,20794,MARYLAND,
MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,7943 BROCKRIDGE ROAD,JESSUP,MARYLAND,20794,MARYLAND,
MARYLAND CORRECTIONAL TRAINING CENTER,18800 ROXBURY ROAD,HAGERSTOWN,MARYLAND,21746,MARYLAND,
"MARYLAND RECEPTION, DIAGNOSTIC & CLASS CTR",550 E. MADISON STREET,BALTIMORE,MARYLAND,21202,MARYLAND,
MARYVILLE TREATMENT CENTER,30227 US HIGHWAY 136,MARYVILLE,MISSOURI,64468,MISSOURI,
MASSACHUSETTS  TREATMENT CENTER,30 ADMINISTRATION ROAD,BRIDGEWATER,MASSACHUSETTS,2324,MASSACHUSETTS,
MASSACHUSETTS ALCOHOL AND SUBSTANCE ABUSE CENTER,2 Administration Rd,BRIDGEWATER,MASSACHUSETTS,2324,MASSACHUSETTS,
MASSACHUSETTS CORRECTIONAL INST - CEDAR JUNCTION,2405 Main Street,South Walpole,MASSACHUSETTS,2071,MASSACHUSETTS,
MASSACHUSETTS CORRECTIONAL INST - CONCORD,965 ELM STREET,CONCORD,MASSACHUSETTS,1742,MASSACHUSETTS,
MASSACHUSETTS CORRECTIONAL INST - FRAMINGHAM,99 LORING DRIVE,FRAMINGHAM,MASSACHUSETTS,1701,MASSACHUSETTS,
MASSACHUSETTS CORRECTIONAL INST - NORFOLK,2 CLARK STREET,NORFOLK,MASSACHUSETTS,2056,MASSACHUSETTS,
MASSACHUSETTS CORRECTIONAL INST - PLYMOUTH,1 Bumps Pond Road,Plymouth,MASSACHUSETTS,2360,MASSACHUSETTS,
MASSACHUSETTS CORRECTIONAL INST - SHIRLEY,Harvard Road,Shirley,MASSACHUSETTS,1464,MASSACHUSETTS,
MASSACHUSETTS CORRECTIONAL INST SHIRLEY MINIMUM,Harvard Road,Shirley,MASSACHUSETTS,1464,MASSACHUSETTS,
